model,fold,mae_all,mae_peak,pinball_p90,composite,window,feature_set,n_features
hgb_resid,fold2,173.20502506892868,172.6938032563464,74.85119724098895,153.38089295956604,from_2025_11_01,no_weather,71
hgb_resid,fold3,168.9634296104827,274.917414727028,94.62888353270418,185.8827159298906,from_2025_11_01,no_weather,71
hgb_resid,fold4,99.57812060679213,118.20419289914537,34.14217689789079,92.07875355271783,from_2025_11_01,no_weather,71
xgb_resid,fold1,147.25126318048154,319.84520227768843,106.04113487632148,190.78741924881157,from_2025_11_01,no_weather,71
xgb_resid,fold2,165.44214937339225,168.82612443671508,74.3664872922429,148.24220947615922,from_2025_11_01,no_weather,71
xgb_resid,fold3,173.98944080940313,285.7325580821318,104.53529758795386,193.62154734693186,from_2025_11_01,no_weather,71
xgb_resid,fold4,108.51759021658273,141.89207245321836,39.40712722719426,104.70784228969572,from_2025_11_01,no_weather,71
xgb_direct,fold1,349.5921939668201,701.9703907686121,303.7625999600547,446.1397342060046,from_2025_11_01,no_weather,71
xgb_direct,fold2,189.3384221394857,287.6387580422794,106.89961141858781,202.34076076614423,from_2025_11_01,no_weather,71
xgb_direct,fold3,130.0346625191825,243.874267578125,102.09170473053341,158.59795247913542,from_2025_11_01,no_weather,71
xgb_direct,fold4,144.53328159877233,39.451516544117645,31.870808554149807,90.47625747345143,from_2025_11_01,no_weather,71
rf_resid,fold1,166.8407302507277,344.5847670330131,110.04943449113368,208.8056821334945,from_2025_11_01,no_weather,71
rf_resid,fold2,166.0504577738774,130.92208618970182,81.83179671793225,138.6682140874357,from_2025_11_01,no_weather,71
rf_resid,fold3,160.0921880057718,260.6679945092938,94.24515252667209,177.09552286100845,from_2025_11_01,no_weather,71
rf_resid,fold4,148.2723256559814,63.0301647501272,39.21595263774163,100.8884027805772,from_2025_11_01,no_weather,71
ridge_resid,fold1,532.4170763449855,785.1159999651346,342.23417901678624,570.1901739653904,from_2025_11_01,all,80
ridge_resid,fold2,334.4346419698687,119.58706340322047,44.60096120303132,212.01363224650677,from_2025_11_01,all,80
ridge_resid,fold3,180.80982661173442,101.68472369068175,34.71102744220862,127.85253590151346,from_2025_11_01,all,80
ridge_resid,fold4,118.02561390312829,138.31206598622083,23.967291855891727,105.29988511860874,from_2025_11_01,all,80
ridge_direct,fold1,593.3269279195135,875.8734751576415,398.66844811303974,639.1591961296572,from_2025_11_01,all,80
ridge_direct,fold2,291.3495213718845,119.33644857839731,40.8526882412939,189.64623290772022,from_2025_11_01,all,80
ridge_direct,fold3,173.82413445567795,96.37476465722808,32.97002256961415,122.41850113893022,from_2025_11_01,all,80
ridge_direct,fold4,111.37597779613948,117.80862170648206,22.509025088748487,95.53238042776407,from_2025_11_01,all,80
hgb_resid,fold1,178.54389679300914,374.27616714713116,134.9374321027976,228.54228496120342,from_2025_11_01,all,80
hgb_resid,fold2,160.4816879390245,173.4064349404262,68.65284545260265,145.99334354216066,from_2025_11_01,all,80
hgb_resid,fold3,165.6225668088272,238.65710743258222,87.30510062820933,171.86943575983014,from_2025_11_01,all,80
hgb_resid,fold4,135.8189038920203,256.7718118679153,92.10127125298898,163.36124975698255,from_2025_11_01,all,80
xgb_resid,fold1,179.0109359072078,375.1766895967371,131.95059741009203,228.44859431464343,from_2025_11_01,all,80
xgb_resid,fold2,158.55097564780763,171.0599280946395,69.82869390640491,144.55920503357663,from_2025_11_01,all,80
xgb_resid,fold3,156.25107934077582,272.25031145881206,88.34269606269896,177.46917232057132,from_2025_11_01,all,80
xgb_resid,fold4,120.36426256455127,184.0581549055436,61.008774603420775,127.60133267462287,from_2025_11_01,all,80
xgb_direct,fold1,336.71664356050036,677.8357938878677,289.01048673629765,429.51115729387,from_2025_11_01,all,80
xgb_direct,fold2,186.39721171061197,269.86294376148896,103.89006094887142,194.93550117352697,from_2025_11_01,all,80
xgb_direct,fold3,126.99159640357608,279.6000617532169,98.91636938095091,167.1590906039433,from_2025_11_01,all,80
xgb_direct,fold4,112.37761833554222,38.5532657398897,34.667071122669036,74.68820311427183,from_2025_11_01,all,80
rf_resid,fold1,159.46889434587848,331.4766401474613,101.62158510800724,199.50175623877905,from_2025_11_01,all,80
rf_resid,fold2,154.15432852391808,132.236389567691,65.48870770324254,129.84582267291484,from_2025_11_01,all,80
rf_resid,fold3,149.36336482086065,262.19449032033333,83.5915900345409,170.05834751343852,from_2025_11_01,all,80
rf_resid,fold4,236.34338379307212,69.24761181698183,118.7903807802674,162.70405159768407,from_2025_11_01,all,80
